id,generator,pdb_path,internal_cavity_count,total_internal_cavity_volume,max_internal_cavity_volume,mean_internal_cavity_volume,max_internal_cavity_depth,mean_internal_cavity_depth,internal_cavity_area_total,volume_per_residue,interface_cavity_volume,interface_cavity_count,external_cavity_count,external_cavity_volume_total,all_cavity_count,extraction_status,error
ADI-47265,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47265.pdb,2.0,257.9,159.19,128.95,3.55,0.92,300.23,1.0790794979079497,257.9,2.0,4.0,42.33,6.0,SUCCESS,
ADI-47262,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47262.pdb,1.0,76.25,76.25,76.25,3.0,0.96,78.39,0.3217299578059072,76.25,1.0,6.0,110.81,7.0,SUCCESS,
ADI-47267,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47267.pdb,1.0,28.94,28.94,28.94,2.16,0.73,45.97,0.1291964285714285,28.94,1.0,5.0,60.06,6.0,SUCCESS,
ADI-47264,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47264.pdb,1.0,20.3,20.3,20.3,2.16,0.68,34.75,0.0856540084388185,0.0,0.0,11.0,273.25,12.0,SUCCESS,
ADI-47278,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47278.pdb,1.0,91.37,91.37,91.37,2.94,0.82,88.76,0.4042920353982301,91.37,1.0,7.0,127.22,8.0,SUCCESS,
ADI-47279,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47279.pdb,3.0,350.79,136.08,116.93,10.48,2.186666666666667,372.29,1.5385526315789475,246.46,2.0,3.0,37.37,6.0,SUCCESS,
ADI-47281,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47281.pdb,1.0,265.46,265.46,265.46,4.95,1.75,190.9,1.1541739130434785,265.46,1.0,6.0,76.02000000000001,7.0,SUCCESS,
ADI-47282,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47282.pdb,1.0,100.87,100.87,100.87,4.24,1.5,104.27,0.4385652173913044,100.87,1.0,7.0,92.01,8.0,SUCCESS,
ADI-47280,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47280.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,278.2,9.0,SUCCESS,
ADI-47283,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47283.pdb,2.0,156.6,102.6,78.3,2.47,0.7050000000000001,170.44,0.660759493670886,156.6,2.0,10.0,191.36,12.0,SUCCESS,
ADI-47284,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47284.pdb,3.0,279.29,208.87,93.09666666666664,5.09,0.9866666666666668,240.67,1.2303524229074891,208.87,1.0,8.0,212.33,11.0,SUCCESS,
ADI-47285,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47285.pdb,1.0,76.46,76.46,76.46,3.89,1.45,99.15,0.3267521367521367,76.46,1.0,10.0,161.78,11.0,SUCCESS,
ADI-47286,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47286.pdb,2.0,114.7,99.58,57.35,3.39,0.96,141.31,0.4965367965367965,99.58,1.0,8.0,242.13,10.0,SUCCESS,
ADI-47288,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47288.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,82.31,7.0,SUCCESS,
ADI-47287,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47287.pdb,2.0,161.14,90.94,80.57,4.37,1.47,191.71,0.6886324786324786,161.14,2.0,9.0,113.62,11.0,SUCCESS,
ADI-47289,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47289.pdb,2.0,136.3,111.89,68.15,3.23,0.6,144.01999999999998,0.6004405286343613,111.89,1.0,10.0,192.26,12.0,SUCCESS,
ADI-47290,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47290.pdb,2.0,306.29,232.63,153.14499999999998,8.55,1.81,308.67,1.3145493562231758,306.29,2.0,8.0,101.73,10.0,SUCCESS,
ADI-47291,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47291.pdb,1.0,19.01,19.01,19.01,2.24,1.19,33.51,0.0812393162393162,0.0,0.0,8.0,114.91,9.0,SUCCESS,
ADI-47293,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47293.pdb,2.0,60.7,36.94,30.35,3.7,1.075,91.47,0.2639130434782609,23.76,1.0,8.0,184.25,10.0,SUCCESS,
ADI-47294,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47294.pdb,2.0,316.44,245.81,158.22,3.6,0.8049999999999999,328.12,1.3818340611353712,316.44,2.0,2.0,38.02,4.0,SUCCESS,
ADI-47292,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47292.pdb,2.0,217.73,119.23,108.865,3.79,0.895,225.32,0.9466521739130436,217.73,2.0,6.0,87.49,8.0,SUCCESS,
ADI-47295,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47295.pdb,1.0,119.45,119.45,119.45,3.0,0.78,115.11,0.5170995670995671,119.45,1.0,6.0,131.55,7.0,SUCCESS,
ADI-47296,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47296.pdb,1.0,41.04,41.04,41.04,2.4,0.87,45.92,0.1807929515418502,41.04,1.0,5.0,116.64,6.0,SUCCESS,
ADI-47297,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47297.pdb,1.0,87.48,87.48,87.48,2.81,0.69,94.66,0.3888,87.48,1.0,7.0,139.97,8.0,SUCCESS,
ADI-47299,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47299.pdb,1.0,57.24,57.24,57.24,2.16,0.6,75.67,0.2532743362831858,0.0,0.0,3.0,64.59,4.0,SUCCESS,
ADI-47298,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47298.pdb,2.0,151.63,135.0,75.815,5.79,1.6800000000000002,179.13,0.6650438596491228,135.0,1.0,8.0,152.29,10.0,SUCCESS,
ADI-47300,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47300.pdb,2.0,403.49,251.86,201.745,11.45,3.82,408.93,1.7391810344827587,403.49,2.0,8.0,247.54,10.0,SUCCESS,
ADI-47301,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47301.pdb,3.0,184.89,64.58,61.63,3.0,0.7266666666666667,208.89,0.8073799126637554,184.89,3.0,4.0,76.89,7.0,SUCCESS,
ADI-47302,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47302.pdb,1.0,32.18,32.18,32.18,2.55,0.97,44.48,0.1387068965517241,0.0,0.0,7.0,145.79999999999998,8.0,SUCCESS,
ADI-47304,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47304.pdb,1.0,311.9,311.9,311.9,4.41,1.31,218.69,1.344396551724138,311.9,1.0,9.0,138.03,10.0,SUCCESS,
ADI-47303,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47303.pdb,1.0,121.61,121.61,121.61,3.0,0.65,122.73,0.535726872246696,121.61,1.0,5.0,49.47,6.0,SUCCESS,
ADI-47305,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47305.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,265.24,10.0,SUCCESS,
ADI-47306,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47306.pdb,2.0,243.65,167.83,121.825,4.98,1.3199999999999998,257.18,1.0639737991266376,243.65,2.0,6.0,108.21,8.0,SUCCESS,
ADI-47307,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47307.pdb,2.0,98.71,59.83,49.355,3.84,1.245,123.13,0.4254741379310345,59.83,1.0,6.0,68.26,8.0,SUCCESS,
ADI-47308,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47308.pdb,2.0,155.3,90.07,77.65,6.21,1.63,174.68,0.6665236051502147,155.3,2.0,5.0,133.27,7.0,SUCCESS,
ADI-47310,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47310.pdb,1.0,90.29,90.29,90.29,3.5,0.82,100.6,0.3995132743362832,90.29,1.0,6.0,184.03,7.0,SUCCESS,
ADI-47309,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47309.pdb,1.0,139.1,139.1,139.1,6.73,2.68,154.33,0.6154867256637168,139.1,1.0,7.0,126.78,8.0,SUCCESS,
ADI-47311,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47311.pdb,2.0,211.68,182.95,105.84,3.7,1.515,170.95,0.9325110132158588,182.95,1.0,8.0,171.71,10.0,SUCCESS,
ADI-47312,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47312.pdb,3.0,218.8,132.19,72.93333333333334,7.0,1.403333333333333,249.75,0.9724444444444444,218.8,3.0,7.0,179.71,10.0,SUCCESS,
ADI-47313,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47313.pdb,3.0,222.26,100.44,74.08666666666666,5.09,1.0933333333333333,287.18,0.9791189427312776,222.26,3.0,5.0,92.87,8.0,SUCCESS,
ADI-47317,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47317.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,333.5,10.0,SUCCESS,
ADI-47316,esmfold,/workspace_developability_acquisition/esmfold_native/ADI-47316.pdb,2.0,90.07,69.77,45.035,2.68,0.94,130.25,0.3882327586206896,69.77,1.0,7.0,167.18,9.0,SUCCESS,
ADI-38499,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4f8074ab8223459f88277e89b5f72c86.pdb,2.0,472.18,265.68,236.09,4.69,1.4249999999999998,429.51,2.061921397379913,472.18,2.0,1.0,21.17,3.0,SUCCESS,
ADI-37123,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/86e8a52a665af976d72912b6c38798d1.pdb,1.0,52.92,52.92,52.92,2.47,0.55,63.57,0.2341592920353982,0.0,0.0,4.0,38.02,5.0,SUCCESS,
ADI-38498,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/174d603b07e627affa324c62eab2ee50.pdb,1.0,105.19,105.19,105.19,4.02,1.43,101.85,0.4476170212765957,0.0,0.0,1.0,27.86,2.0,SUCCESS,
ADI-38500,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/8c05240ef9e76c2fdf79d554ae84ddd8.pdb,1.0,167.4,167.4,167.4,3.55,1.05,173.34,0.721551724137931,167.4,1.0,4.0,77.11,5.0,SUCCESS,
ADI-37124,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9967c0a69f4ee5822ff9f72c8a5ae2a0.pdb,2.0,75.39,60.05,37.695,3.5,1.15,102.39,0.3263636363636363,60.05,1.0,2.0,27.22,4.0,SUCCESS,
ADI-37125,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5550196b1bf76930cfa00cb91f11cca9.pdb,2.0,162.0,107.78,81.0,5.56,1.43,177.26999999999998,0.6982758620689655,162.0,2.0,3.0,52.92,5.0,SUCCESS,
ADI-38501,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/973fb4db445c0685b7b358949fdd63c6.pdb,1.0,89.86,89.86,89.86,5.79,2.81,105.91,0.3958590308370044,89.86,1.0,1.0,43.42,2.0,SUCCESS,
ADI-45373,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f45acabf2291093c7633405c36e8e106.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,38.88,3.0,SUCCESS,
ADI-45370,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/de4db22b5273884b99f15aa3e40cdf26.pdb,1.0,109.51,109.51,109.51,2.68,0.83,109.86,0.4803070175438597,109.51,1.0,2.0,26.56,3.0,SUCCESS,
ADI-38502,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/112097525bd8e8fb903f15ef8bd9843a.pdb,2.0,88.13,46.44,44.065,3.84,1.405,128.0,0.3831739130434782,88.13,2.0,3.0,25.92,5.0,SUCCESS,
ADI-38503,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/245c5e005bbe633d368424fd59fa1a63.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,91.38,5.0,SUCCESS,
ADI-45368,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/a8807222b4f4ecd2635968da28096bf2.pdb,1.0,77.11,77.11,77.11,4.84,1.74,79.72,0.3382017543859649,77.11,1.0,3.0,36.5,4.0,SUCCESS,
ADI-45379,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/8d26098a909b02da95955857f05e76cc.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.06,3.0,SUCCESS,
ADI-45382,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d4016dd387dd40a2e1fd806b19b521c5.pdb,1.0,81.0,81.0,81.0,2.55,0.78,95.63,0.3403361344537815,81.0,1.0,4.0,71.71000000000001,5.0,SUCCESS,
ADI-45375,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6e8752c44b48f389a2edd0ca59b12166.pdb,1.0,139.54,139.54,139.54,3.6,1.3,132.84,0.5912711864406779,139.54,1.0,4.0,66.53,5.0,SUCCESS,
ADI-45388,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4a2fb5485cca970084281df53595bf43.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.15,3.0,SUCCESS,
ADI-45383,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/8facb3aa978fcb65af91080f807eb9f9.pdb,2.0,316.87,181.87,158.435,4.69,1.25,285.86,1.3541452991452991,316.87,2.0,5.0,103.68,7.0,SUCCESS,
ADI-45378,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f5a09ccbac7e66215a2916e03a63c93d.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.23,2.0,SUCCESS,
ADI-45390,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/72cf9c2e715d8677143317011c32b382.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,65.23,4.0,SUCCESS,
ADI-45389,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/cfdef1c6920959ab375132d336a712fb.pdb,1.0,46.87,46.87,46.87,3.0,1.06,65.13,0.2064757709251101,46.87,1.0,4.0,26.56,5.0,SUCCESS,
ADI-45393,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b3e6a27d6e27882c23c09a2a1a070073.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,72.14,4.0,SUCCESS,
ADI-45391,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c00d4ca18c48f32ebfc8a37d71aa5de2.pdb,1.0,23.33,23.33,23.33,3.5,1.73,41.37,0.1023245614035087,23.33,1.0,2.0,35.42,3.0,SUCCESS,
ADI-45397,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7819012726533119167c354dab863199.pdb,1.0,161.57,161.57,161.57,3.0,0.8,150.21,0.7117621145374449,161.57,1.0,4.0,101.3,5.0,SUCCESS,
ADI-45395,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9739931c27d08e44b36d428d948978c4.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.66,3.0,SUCCESS,
ADI-45404,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9c7b70c7696d558dfa6da9754bf77065.pdb,1.0,44.28,44.28,44.28,3.23,1.44,62.33,0.1900429184549356,44.28,1.0,2.0,53.35000000000001,3.0,SUCCESS,
ADI-45406,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/70ad68c734fbd25676c6d876ee235362.pdb,1.0,78.19,78.19,78.19,4.37,1.73,87.81,0.3414410480349344,78.19,1.0,4.0,54.21,5.0,SUCCESS,
ADI-45402,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7e5f50017224e5059df0bad0fc53d8fa.pdb,1.0,88.99,88.99,88.99,3.5,1.07,78.39,0.3754852320675105,88.99,1.0,3.0,26.57,4.0,SUCCESS,
ADI-45405,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/dbee3451c08e2aaebb8d0822bd64c2ed.pdb,1.0,57.67,57.67,57.67,3.0,0.89,67.12,0.2496536796536796,57.67,1.0,6.0,201.76,7.0,SUCCESS,
ADI-45407,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e2bd624a2bc8b59d498d60b9ec68ffd2.pdb,2.0,470.23,252.29,235.115,6.18,1.535,376.56,2.0009787234042555,470.23,2.0,1.0,31.54,3.0,SUCCESS,
ADI-45408,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9ff37f04b5c11bb31d09366481949120.pdb,1.0,94.39,94.39,94.39,3.39,1.0,98.7,0.406853448275862,94.39,1.0,2.0,39.96,3.0,SUCCESS,
ADI-45409,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1b21c2bf336ff7abacfa1afa5a67b006.pdb,1.0,262.01,262.01,262.01,12.37,3.67,260.62,1.119700854700855,262.01,1.0,2.0,41.48,3.0,SUCCESS,
ADI-45422,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/bf514614011f0d05ccf7d48fae411519.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,104.77,5.0,SUCCESS,
ADI-45410,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/97f73adb9ad6377327dacc9d9cb9da2d.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.92,3.0,SUCCESS,
ADI-45411,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/da125927676614c6196971480c153bef.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.64,3.0,SUCCESS,
ADI-45425,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/076cb9d0b5e38b482ed9a614750e4934.pdb,3.0,215.79,135.0,71.92999999999999,3.06,0.7999999999999999,209.48,0.910506329113924,215.79,3.0,1.0,8.86,4.0,SUCCESS,
ADI-45428,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/10b234e9d5409fe6fc6ce4c83707505f.pdb,1.0,64.15,64.15,64.15,3.0,0.86,73.71,0.2672916666666667,64.15,1.0,3.0,46.45,4.0,SUCCESS,
ADI-45429,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4dbdabe8c28851733945ede9c89e4ac2.pdb,2.0,217.08,114.05,108.54,3.65,0.995,248.64,0.9356896551724138,217.08,2.0,2.0,35.849999999999994,4.0,SUCCESS,
ADI-45433,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/df58fddb06486d0a8a6c140ea4245d80.pdb,1.0,293.76,293.76,293.76,6.15,2.06,260.09,1.255384615384615,293.76,1.0,2.0,20.3,3.0,SUCCESS,
ADI-45430,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7ad3533757c0dbf371988f8df0fae2a0.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.7,3.0,SUCCESS,
ADI-45439,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6b32c2ed603f1bae635aa99cfa4fba8f.pdb,1.0,42.98,42.98,42.98,2.16,0.69,48.18,0.1885087719298245,42.98,1.0,4.0,65.45,5.0,SUCCESS,
ADI-45438,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/39b6b1c36d12664b8e2ee35d0508a330.pdb,3.0,268.49,172.58,89.49666666666667,6.43,1.29,303.39,1.1622943722943724,268.49,3.0,1.0,27.22,4.0,SUCCESS,
ADI-45435,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/43928dc068527dbdaa3cf8e36272c846.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.23,3.0,SUCCESS,
ADI-45440,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ac1d6045228234ee207cb893a80c14ff.pdb,1.0,97.85,97.85,97.85,2.47,0.72,99.79,0.4254347826086956,97.85,1.0,2.0,52.27,3.0,SUCCESS,
ADI-45442,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4f9cd34622ed637d6b0ebfece3567efe.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,97.85,5.0,SUCCESS,
ADI-45450,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e89ba2ac4008709fac797e9f1a1675e6.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.74,3.0,SUCCESS,
ADI-45447,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5dee43be405dbb574093849498e075c4.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.790000000000006,2.0,SUCCESS,
ADI-45448,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6e25f61ca720cea686fb0c2ac18a0467.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,103.9,5.0,SUCCESS,
ADI-45451,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1204ff749a5351424ce9ebae661195df.pdb,1.0,105.19,105.19,105.19,2.75,0.85,117.35,0.4401255230125523,105.19,1.0,3.0,39.31,4.0,SUCCESS,
ADI-45452,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b58d6da79839b275b05cb931c385cd2d.pdb,1.0,108.86,108.86,108.86,6.38,2.54,126.1,0.4795594713656387,108.86,1.0,2.0,48.6,3.0,SUCCESS,
ADI-45453,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/96f62315d3559f91bfe27c42336eff03.pdb,1.0,36.94,36.94,36.94,3.23,1.47,50.95,0.1627312775330396,36.94,1.0,4.0,49.25,5.0,SUCCESS,
ADI-45454,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ee399482a49026eee530520c8f831929.pdb,1.0,49.9,49.9,49.9,2.4,0.74,56.62,0.2123404255319149,49.9,1.0,0.0,0.0,1.0,SUCCESS,
ADI-45455,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/a03902b973f9aa84dc3fe88b68c465d4.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,146.46,6.0,SUCCESS,
ADI-45456,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d380e4417dc1b04b60ea83153216926a.pdb,2.0,88.99000000000001,71.06,44.495000000000005,3.55,1.21,116.46,0.3869130434782609,17.93,1.0,2.0,72.57,4.0,SUCCESS,
ADI-45459,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/755f6ad8aed0afc304f5acc57f69298d.pdb,2.0,80.78,49.68,40.39,3.23,1.16,107.61,0.3542982456140351,80.78,2.0,1.0,14.9,3.0,SUCCESS,
ADI-45460,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9c3b1bfc479ae82cd5adc143d6870354.pdb,1.0,77.11,77.11,77.11,8.86,4.49,115.78,0.3309442060085837,77.11,1.0,5.0,58.1,6.0,SUCCESS,
ADI-45461,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/24548cd2379bdc83b73e97c6cea1d839.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.42,1.0,SUCCESS,
ADI-45463,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/0ec215f8993900af67ad085f606d75f0.pdb,3.0,222.91,171.29,74.30333333333333,3.6,1.07,231.75,0.9649783549783548,222.91,3.0,2.0,33.69,5.0,SUCCESS,
ADI-45464,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/eefc94c92e81402509c50f28a6eb888d.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.05,2.0,SUCCESS,
ADI-45465,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7fa2b706486485a24a3170c83a124362.pdb,1.0,46.01,46.01,46.01,2.4,0.7,47.65,0.2000434782608695,46.01,1.0,2.0,125.06,3.0,SUCCESS,
ADI-45469,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c090fcf6d53b7475fe29d08e8caf67ac.pdb,1.0,54.86,54.86,54.86,2.4,0.69,65.3,0.2334468085106383,54.86,1.0,2.0,25.92,3.0,SUCCESS,
ADI-45470,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/73e0a0043a8e5ac6ae1f32b45ef7ca2f.pdb,1.0,136.51,136.51,136.51,3.0,0.98,118.47,0.5935217391304347,136.51,1.0,3.0,57.24,4.0,SUCCESS,
ADI-45476,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/496c09ef6da068a67da16403c35dbdd6.pdb,2.0,341.93,215.57,170.965,5.47,1.4700000000000002,349.68,1.4866521739130436,341.93,2.0,1.0,10.58,3.0,SUCCESS,
ADI-45472,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/22760aebdab18190730887008895247f.pdb,1.0,285.34,285.34,285.34,5.13,1.67,205.36,1.2406086956521738,285.34,1.0,4.0,49.67,5.0,SUCCESS,
ADI-45479,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/43ec2724b38b06ad1a7ef56cdb9d2c67.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,83.38,3.0,SUCCESS,
ADI-45477,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/fc37e3de22a23343c1a4b0501a743505.pdb,1.0,253.8,253.8,253.8,3.23,1.06,173.97,1.08,253.8,1.0,2.0,17.71,3.0,SUCCESS,
ADI-45480,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/61ef97b43c1259aa8f5a0d4f94449fb3.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.16,2.0,SUCCESS,
ADI-45481,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b95c3f5b9efbfd312744f1836a10c0d0.pdb,2.0,65.67,47.74,32.835,2.16,0.78,89.53999999999999,0.2905752212389381,47.74,1.0,2.0,32.400000000000006,4.0,SUCCESS,
