id,generator,status,mean_H_surface,q75_H_surface,q90_H_surface,q95_H_surface,max_H_surface,positive_H_area_fraction,top10_H_mean,top10_H_area_fraction,high_H_patch_count,largest_high_H_patch_area_fraction,largest_high_H_patch_n_vertices,CDR_mean_H,CDR_q90_H,CDR_high_H_area_fraction
ADI-47059,esmfold,SUCCESS,0.004426318754986244,0.06469413624957632,0.15758914796813123,0.22026525821481074,0.5262683996282075,0.44724631668780634,0.2419392008143514,0.09943193640387614,144,0.0062039269875322845,6,0.04126323603049099,0.1914513935709532,0.2771682239293442
ADI-47060,esmfold,SUCCESS,-0.005794136925044504,0.04849569929757229,0.148025724858904,0.20913762887555296,0.5397817989070957,0.4351158160094886,0.2415058162183126,0.09885708881302087,143,0.004556115493142073,5,0.01863488078394909,0.1550552891334224,0.24285153308770868
ADI-47061,esmfold,SUCCESS,0.0005311187669289983,0.06791812497614319,0.16697264334241912,0.23145358339186087,0.69366287156573,0.42116113649350895,0.2485691213998238,0.10009509390788866,147,0.0054920892946518475,5,0.013704317835257013,0.1848617920642584,0.24951778541446565
ADI-47062,esmfold,SUCCESS,-0.001062773756466376,0.06280545890035055,0.17379209356223085,0.22862733417306366,0.5535748503098297,0.4122707974299075,0.2624769577097423,0.09996881406363826,142,0.005550694596799872,5,0.08351590611786198,0.26249149359314655,0.40542926599476253
ADI-47063,esmfold,SUCCESS,-0.001378893570041669,0.04932489645911531,0.1401658260224223,0.21009743188924496,0.9458674581679904,0.4041825221944526,0.2591612429411468,0.10022619438597442,148,0.004053741869219165,4,0.046989028960804556,0.20056184483332035,0.3205902879824889
ADI-47064,esmfold,SUCCESS,0.0009151295628348978,0.06879248312368774,0.15553826450429242,0.1986339243068867,0.46717206092669505,0.44632922316415247,0.22000945370300118,0.10055229014230901,160,0.004841355933872047,5,0.0054591659661887785,0.17888073850216427,0.24584288212107214
ADI-47065,esmfold,SUCCESS,-0.016985227974645974,0.03959801212930313,0.1408055109820198,0.1903150740776667,0.5074973168401662,0.3548086547520342,0.21590593553281323,0.09841940028465392,155,0.006158705515138753,6,-0.04154518019970398,0.10324428055061986,0.13962372909749163
ADI-47066,esmfold,SUCCESS,-0.008306935043513024,0.06312566009228912,0.15680234624808498,0.23592811575531838,0.4957196434372867,0.40339585713941806,0.24911285207436218,0.09948710606161873,145,0.004163119090966279,4,0.027228002937006963,0.2301643821797647,0.3196167626813434
ADI-47067,esmfold,SUCCESS,0.006156633941162435,0.07968109119216525,0.15999075685630362,0.21529360668941636,0.7159365807338183,0.43720791091327527,0.25326192047053203,0.09904455692942143,148,0.00498139438535835,5,0.039886295627142306,0.2241842755497127,0.3472531689723386
ADI-47068,esmfold,SUCCESS,-0.008684416532644623,0.05553264036819709,0.14999258876563296,0.21587262553394843,0.4651412839915199,0.3841238117812655,0.23848120686139157,0.10014795486426312,156,0.0032821011541281043,3,0.04362167000097203,0.2390310479131029,0.3242364302808628
ADI-47069,esmfold,SUCCESS,-0.004733157932340869,0.05883412386786924,0.13919240266395488,0.22932868675672147,0.5323720175995269,0.40929358071868727,0.24291937099374722,0.10106303573473494,139,0.005465206035715321,5,0.01153921301517884,0.2005364980882495,0.28525815319718467
ADI-47070,esmfold,SUCCESS,0.002543509303289172,0.06605726190287908,0.1587958392444205,0.21878367859918826,0.4390119687848664,0.44721206621527376,0.24541244809689564,0.09834398836939842,156,0.00514649106475163,5,0.018336394220139135,0.18733448848268416,0.22104354884522376
ADI-47071,esmfold,SUCCESS,0.006117974723049214,0.07263138250156119,0.17497375762412035,0.24736534977584673,0.5529555506942765,0.43434894696205784,0.27483268834936525,0.10019425882696509,151,0.004323867280920099,4,0.07742664252652494,0.2791531937086999,0.39597887337346643
ADI-47072,esmfold,SUCCESS,-0.008083156813095186,0.050741559343108325,0.14444319919769588,0.20015164233057864,0.5736167027707728,0.3987224904951425,0.22427519372384513,0.09887526843459252,154,0.004334085089072996,4,0.01923819066699589,0.18995571132069428,0.31530813567988325
ADI-47073,esmfold,SUCCESS,0.002334050821188075,0.051379697042812686,0.12290064643929588,0.16920737338349573,0.39726600223550146,0.4805569325107069,0.1900441464111997,0.10021946845321851,155,0.005449375997647902,5,0.032086431039364746,0.1437559238846196,0.2859146169628537
ADI-47074,esmfold,SUCCESS,-0.0006130518338323698,0.04852756741778821,0.13003956627060678,0.19393303256023187,0.40782827821749124,0.4564780727046319,0.2073107732664325,0.10066123544543891,155,0.005458767300511408,6,0.03661571251307023,0.14855211294717272,0.2919123273707558
ADI-47075,esmfold,SUCCESS,-0.007457044240707715,0.0636097861133624,0.14720708268903154,0.2010583210728544,0.5131957697205424,0.3766017960757762,0.22900013055504312,0.10091861623708454,155,0.004193069721469307,4,0.02470893251673731,0.17125198730701896,0.28648526829647547
ADI-47076,esmfold,SUCCESS,0.003902362083229506,0.07699134683031955,0.17589478522151555,0.24686616014483231,0.5859655942479574,0.4168836700441138,0.2617961267155244,0.0994263715759302,152,0.007281205443543563,7,0.01653303000292004,0.20328374533481144,0.29824895561093373
ADI-47077,esmfold,SUCCESS,0.010539458165573938,0.0769586213698637,0.16989072068200534,0.23129574275544432,0.5574916879966367,0.4524409852866571,0.2673175425139218,0.09919835182953367,146,0.006187043108677362,5,0.06507734658335652,0.23808413692290903,0.36981205808101486
ADI-47078,esmfold,SUCCESS,0.0036275772828374985,0.06942802747407244,0.15167978478852936,0.22032607459468362,0.7237842046239046,0.4470594851338225,0.24447682395015008,0.10019233113067051,145,0.004424717780513613,4,0.03257342562869499,0.15957819122901445,0.2925714554630981
ADI-47079,esmfold,SUCCESS,0.00419921509434738,0.07699149339906249,0.16064334341736208,0.2299240255759968,0.7219141445042067,0.4473800299268415,0.24823001652769447,0.09889949032683595,140,0.005274372353830757,5,0.04137208319010394,0.223157207742911,0.33029028397219856
ADI-47081,esmfold,SUCCESS,-4.659098874911557e-05,0.06460664006859129,0.14677632231260904,0.20865681899614089,0.5672901834689162,0.44415547940328975,0.23344541325428156,0.10008235184949119,147,0.0043453958720455705,4,-0.005177253421504215,0.1549748471200082,0.24775796303788164
ADI-47082,esmfold,SUCCESS,-0.007346690683182187,0.056472664163932616,0.14420438555085144,0.20158881788777794,0.49773025103424406,0.4207981080525292,0.21668712506203766,0.09887756035023473,157,0.005938704648807784,6,0.013761081329395108,0.20305443387303368,0.2509436574413574
ADI-47083,esmfold,SUCCESS,-0.012244902006198809,0.052890076016110135,0.13581602204431267,0.20206204591304092,0.5399690669140212,0.39375740051295033,0.22495184666521453,0.09903794578391557,153,0.0031695531056572033,3,-0.06095541765989376,0.07804319504295812,0.1029372637924953
ADI-47084,esmfold,SUCCESS,-0.0021002225687387546,0.05254901535990911,0.14880558126769652,0.19289404764784462,0.4474191348845237,0.4191816009748678,0.21681522417573382,0.10000910767815628,149,0.004147111457298192,4,0.028843401941511974,0.19128989644312683,0.381343437760903
ADI-47085,esmfold,SUCCESS,0.015415627476578823,0.08185694512952528,0.15963743789885637,0.2286664697938657,0.5065664649923511,0.47869640158839405,0.25858632633575535,0.09992727481020973,146,0.0062364980503569626,6,0.04694900096286482,0.2096180644143768,0.30865521924610306
ADI-47087,esmfold,SUCCESS,0.0016160031087806353,0.07932928854421331,0.1811076960840081,0.250019276915467,0.5358085375366833,0.40463464847203845,0.2767833329143807,0.10012494654048192,140,0.010381044304205011,10,0.002198435160247462,0.26125306717978,0.24274533506109494
ADI-47089,esmfold,SUCCESS,-0.003998469265670799,0.0570205378585665,0.17370373206015316,0.2438017244895962,0.5346550324317112,0.3976195325320025,0.2653687190231784,0.10028809344654668,154,0.004131822746537885,4,0.034138456083122756,0.2435121424355446,0.3165005808198624
ADI-47090,esmfold,SUCCESS,0.00384590494547217,0.08331258829406336,0.15777815435483675,0.21782553529422383,0.6368708530180411,0.45148130472926457,0.2406211750507011,0.09719914745075947,148,0.004331597749116316,4,0.021705104224808067,0.1749962348798661,0.27473158549853927
ADI-47091,esmfold,SUCCESS,-0.0015693129027425823,0.07043286410902713,0.15629416822004663,0.21946111741233906,0.6691163504117691,0.4423545917982669,0.25042324909106595,0.09981862490911116,157,0.0049468756410026935,5,0.030618767135118716,0.18971799154028574,0.2532743107837722
ADI-47092,esmfold,SUCCESS,-0.0008074792890680133,0.06958691533900666,0.15073097967110313,0.20593997011789497,0.534833441235401,0.4542196016282991,0.23414883354610783,0.0997880935741968,149,0.00591872667162816,5,0.027935750121398203,0.183608460354088,0.28666816098632997
ADI-47093,esmfold,SUCCESS,-0.004332087293192342,0.06007028959535848,0.1481608797125892,0.21128715754844712,0.6016276303395406,0.43614129171311605,0.2375724731020627,0.10006419141296301,142,0.007061598883204037,6,0.004359984090012354,0.17187581464454504,0.27304132222548216
ADI-47094,esmfold,SUCCESS,-0.009937822636178921,0.05610435892611216,0.14578083676497292,0.20539602788259032,0.5315407567576033,0.4122729237573642,0.22270519518373388,0.09953964792446066,140,0.004514715297552039,4,0.028430489433155664,0.21179820685386724,0.2997401541365253
ADI-47095,esmfold,SUCCESS,-0.003922789488389166,0.06454147471869681,0.15437422123392308,0.21865058911598728,0.5041393277957722,0.40067060954443023,0.24105163993932027,0.10010296622731997,148,0.0045032741787271666,4,0.04267295701116533,0.20821888029589894,0.3292592303700501
ADI-47096,esmfold,SUCCESS,0.0017534295658236144,0.08053541171274659,0.1712300635951159,0.2250186291468539,0.6348791103486017,0.44217769230258724,0.2638780215346503,0.0989520655842009,153,0.004834231197767845,5,0.037887910452326354,0.23683196528674394,0.29210211995062746
ADI-47097,esmfold,SUCCESS,-0.0032554692406567727,0.06743311916455985,0.1508033278707075,0.20444955011839752,0.5244010493195701,0.4184936860971798,0.23268180145295098,0.09989900249275789,153,0.0052860554162513385,5,0.012122625922827266,0.16046389281288306,0.25074558853237006
ADI-47098,esmfold,SUCCESS,0.015028787520003386,0.09558113150181456,0.18632875654504255,0.24801646463685031,0.786603858197299,0.5068611187804131,0.26847594008489306,0.10087661840521729,151,0.005566497702867203,5,0.06549428910585368,0.25895679849722936,0.36737093225351125
ADI-47099,esmfold,SUCCESS,0.010567485064241567,0.06778929844896782,0.15808069877518768,0.23091140086236453,0.49552472350822063,0.5064678648742239,0.24353895518840993,0.09837041374186535,140,0.0063023859081110575,6,0.0716076594546214,0.23571759797354475,0.3950442425643665
ADI-47100,esmfold,SUCCESS,0.006772858197560782,0.0832982064464777,0.15627789572645878,0.2060343621727906,0.5278542880731479,0.47823170292317124,0.2298386717991224,0.09993440061334508,160,0.0030831431883982506,3,0.05435250691168149,0.19089853740500576,0.34185016064602264
ADI-47102,esmfold,SUCCESS,0.0011388455988916553,0.06228131280004512,0.17245151564151495,0.24283490079394698,0.6871751916747831,0.410524776261002,0.26498743913136713,0.09904748133109793,135,0.0047033686769331,4,0.024679728331620795,0.21926729428756317,0.27534179664376324
ADI-47103,esmfold,SUCCESS,0.00019535075818823047,0.06667483444808389,0.15475747003944665,0.20506618499215815,0.45877132775797624,0.43495684159026654,0.23306200153785878,0.09984999398662958,162,0.005043688453766008,5,0.025152759425929278,0.18619062819217255,0.2712788815830533
ADI-47104,esmfold,SUCCESS,0.002731585862458269,0.06680642979209353,0.18188362410723555,0.2473580651368928,0.5922572251864461,0.4446600877058042,0.2637978060905987,0.09966510098986879,145,0.006195301998840261,6,0.034246123604084716,0.23806034500461173,0.31923625297308716
ADI-47105,esmfold,SUCCESS,0.005094110059746124,0.07040285403463215,0.16369859539363443,0.22659381320450417,0.5718927373122135,0.4412641318726847,0.26869538572375296,0.10187227763809605,149,0.004102401567492461,4,0.06602091194718022,0.24047360958953737,0.38514254980064166
ADI-47106,esmfold,SUCCESS,-0.00035859709394126844,0.0721811404481545,0.15408895383587162,0.2169536473998654,0.6267377547124314,0.452860748999318,0.23647712620648853,0.09927990047395685,145,0.00420488102828111,4,0.017484642701654476,0.2172243877777942,0.3245544947164064
ADI-47107,esmfold,SUCCESS,-0.005336030945662489,0.057048451137431705,0.15415217606119155,0.2129634194714436,0.4311289009390984,0.4192419290555902,0.23164379437640134,0.09931406430353985,156,0.00290508667822537,3,0.01614325649791965,0.1890586802583079,0.21952192862301997
ADI-47109,esmfold,SUCCESS,0.0070898889133923,0.08169985337324781,0.20061936791203144,0.266531651206915,0.6472128943062411,0.43484238736062875,0.2925209230604764,0.09863815898210693,156,0.0031784413280530562,3,0.10434995136546117,0.3028578052252887,0.4129545002355373
ADI-47111,esmfold,SUCCESS,0.00017873465944327847,0.06623462239634254,0.1691957889916875,0.22422387787185394,0.4865880106418639,0.4170434846973043,0.241135649252898,0.09964786632388965,147,0.004189026243177014,4,0.04608083034671645,0.2102605908117189,0.3058174235190251
ADI-47112,esmfold,SUCCESS,-0.01162798019043047,0.04236510903213074,0.14040564983054066,0.2156837493222128,0.8642296376301639,0.38136311267615103,0.2462483497939972,0.09996951751387366,152,0.004143061791623577,4,0.018821037879891894,0.20757176094727398,0.2439729033658844
ADI-47113,esmfold,SUCCESS,0.0009441657837843129,0.07845488842478729,0.15456403421739637,0.2008139157662873,0.5920293646715643,0.448240851653132,0.22515329678206378,0.10046304671032448,136,0.004672515563532093,4,0.0478482558624677,0.21341174346147732,0.30900502585055495
ADI-47114,esmfold,SUCCESS,0.0004566469650732685,0.07755588210135682,0.16335785742266615,0.2488328719410555,0.5148796940024738,0.41821024934670886,0.2602425359714481,0.10070464620277182,147,0.0063630288222199195,6,0.043613254816013906,0.23360308566820387,0.3131390419757616
ADI-47116,esmfold,SUCCESS,0.007491724949733378,0.08414141656231036,0.16638814443188468,0.25052666140591334,0.6085103570668423,0.4403380970490239,0.26125746213250634,0.09969558103146965,146,0.004145919684580014,4,0.07336068823080726,0.24742421749812055,0.3227627974444558
ADI-47117,esmfold,SUCCESS,0.022634628941976473,0.09413100485288375,0.1997389761558692,0.27739617213513224,0.7409439069547652,0.48722741408403225,0.30730016743955607,0.09989773611538673,154,0.005967443191765669,6,0.0718910965211323,0.25680852508714846,0.2719558847655631
ADI-47118,esmfold,SUCCESS,0.015374388297903285,0.09352246039540565,0.19471326279829507,0.2440924638056628,0.6946964820788724,0.4804984377310689,0.2736816171588959,0.09985174251269477,157,0.004599734562089305,5,0.09184016089502264,0.24797640791975176,0.4022085433334927
ADI-47119,esmfold,SUCCESS,0.006190551401096529,0.07217372767889965,0.14854879836293805,0.21068950119781477,0.7109200050607838,0.47956821264174965,0.23124402077682193,0.10006517116287977,156,0.005372392815653629,5,0.032202982402498276,0.1870748420207302,0.2829286570447441
ADI-47120,esmfold,SUCCESS,0.004130392367230146,0.058885282881023196,0.1382510594283501,0.2059138352185439,1.0759525085758828,0.460156881893841,0.24055785999268772,0.10048465700942978,152,0.005295425757204826,5,0.012638674481223956,0.19796573098740833,0.23025292663854893
ADI-47121,esmfold,SUCCESS,0.0007603604629413344,0.0744354765396736,0.14572001566683032,0.20136987863161132,0.5197564809460055,0.4619416049476467,0.22008333837623648,0.10034107543254622,148,0.003362483190770232,3,0.03317069245320869,0.20584828782663953,0.316407607657648
ADI-47122,esmfold,SUCCESS,-0.0005399523090056682,0.07470858113872988,0.14864504628576475,0.2136967603451633,0.7634353544503504,0.42474229764701554,0.25446415992715665,0.09950514870167157,156,0.005498999890004518,6,0.05437360034721483,0.22159307906886777,0.3260818499971046
ADI-47123,esmfold,SUCCESS,0.01947767603086246,0.07623775925631585,0.17903894991974634,0.24245478037765464,0.6111877099238173,0.48813784067971666,0.27682170158306324,0.0995864273478518,156,0.004231969348056073,4,0.041018895468459486,0.20251644763006338,0.33464430693286923
ADI-47124,esmfold,SUCCESS,0.0011903148507840223,0.05902193442557661,0.15689460607869685,0.21120399321833253,0.4833371775704921,0.4542496750497598,0.23671165054502682,0.09966512373450416,157,0.004098955856929291,4,-0.0027586906402426396,0.1664039351912838,0.18407750155008468
ADI-47125,esmfold,SUCCESS,0.010059516335067862,0.08381018781713584,0.19845876573493237,0.27266558359217674,0.7178328753672915,0.45110263044014615,0.29303630402976866,0.10094515785457064,133,0.004358191100839377,4,0.08112197645563339,0.3061088757149433,0.35916587426766466
ADI-47126,esmfold,SUCCESS,0.010073100944157844,0.07848053646157943,0.17753020156595486,0.2605511519831599,0.7336103245908187,0.43234301538701714,0.2877796642651876,0.09900898535105186,156,0.004120403019708199,4,0.07463787904685942,0.30297544943485655,0.3907955293057553
ADI-47127,esmfold,SUCCESS,0.019304127374258635,0.07887258854304727,0.19042248672711531,0.2879550112875627,0.7789621697857652,0.46440702033535003,0.3124602720182916,0.10107628818356175,162,0.004068527321681306,4,0.08587778161250507,0.33747712763154286,0.3656904728580234
ADI-47129,esmfold,SUCCESS,0.006707963023758295,0.07182497631432452,0.14004324288126518,0.18235304059373555,0.7018525257113932,0.4613648656751943,0.21484133108380407,0.10002193347960071,138,0.005070317809736753,5,0.026439761332109932,0.1703859328924268,0.27797747039634785
ADI-47130,esmfold,SUCCESS,-0.0033134684025792394,0.06979653953792805,0.1388789791245712,0.20116955408134665,0.5865486474218276,0.4283305019831846,0.21697419858667408,0.09993418518457273,145,0.0055395260995138515,5,0.030549250050135153,0.16300306559944217,0.31529596325589204
ADI-47131,esmfold,SUCCESS,0.009501994653760516,0.06519097330363355,0.1621376248125524,0.24238257971448496,0.6958913298074101,0.4577293033576725,0.27869055664731474,0.0989865003922893,159,0.004703059092946544,5,0.05245560195235303,0.21988206135149796,0.34115934379466395
ADI-47132,esmfold,SUCCESS,0.010055813753815738,0.06636656853909316,0.1653248213417827,0.23271064346935788,0.5327498202599217,0.4583857450555156,0.2625200489389495,0.10001421949280898,134,0.0046808078994241735,4,0.0885203201275369,0.25033596516259626,0.46551170662418573
ADI-47133,esmfold,SUCCESS,-0.003857630613921751,0.04278318488574848,0.13292940493026703,0.19704441162919675,0.6815677599703425,0.3951138042330894,0.23717953483371426,0.10049946788811688,143,0.005262706275099223,5,0.032218273005422654,0.18744752150526117,0.3159130613247267
ADI-47134,esmfold,SUCCESS,0.014992745699080563,0.08241544541563331,0.19057442426534288,0.26764043504551444,0.6977306453848001,0.45720141724474717,0.2906678603857049,0.09889321221360511,132,0.006668557746416248,6,0.07185527966005496,0.2947220122648204,0.33309488868996634
ADI-47135,esmfold,SUCCESS,-0.015485562542668798,0.0494553810783252,0.14438106460136868,0.20709032951237802,0.48250669474203667,0.3913654070050488,0.2305028570923551,0.10041917150198147,157,0.005695504145125895,6,-0.007503548352243438,0.18349468431930022,0.2477221698553296
ADI-47137,esmfold,SUCCESS,0.021985672033884355,0.0848285185635224,0.16834307548773841,0.24838735351989544,0.7616234244986524,0.5328509052713123,0.29143382268502455,0.09882857531960001,139,0.005539133306094071,5,0.08391279557589965,0.28954483352161164,0.3576806560733879
ADI-47139,esmfold,SUCCESS,0.007436788619287699,0.053394415786771704,0.1441528531724691,0.20422390050158945,0.5306680274921614,0.455858135604718,0.2267485512541877,0.09953711617735012,145,0.004249298136376167,4,0.020016384239748983,0.17854186347222706,0.22960916665887468
ADI-47140,esmfold,SUCCESS,-0.0008542995646647883,0.05917547599426577,0.14583365000191947,0.22299429004839774,0.5590571074377251,0.42443868529396656,0.25214302531234534,0.09982776520005537,160,0.005010794368732123,5,0.03852697050314438,0.21827823788515086,0.3061923673245069
ADI-47141,esmfold,SUCCESS,0.001621038263878138,0.07079746762153985,0.17547371499084358,0.2594268717783247,0.7836778620920659,0.3918675115489203,0.2932118074272771,0.09958840334152465,152,0.0040584572287519155,4,0.02266907479309659,0.26542212338415866,0.2441935464676424
ADI-47143,esmfold,SUCCESS,0.006791504633081581,0.06836612751638006,0.16692702966252837,0.2203296488374635,0.4919928338807715,0.44576185780527333,0.24406049048995035,0.10014060080179088,145,0.0049414765600340775,5,0.04472388920502621,0.20040728003880842,0.3178252502056348
ADI-47145,esmfold,SUCCESS,0.015149054366372513,0.08931156271590128,0.16959307917296204,0.24296575486955174,0.4736044557723843,0.47254869607539757,0.26019570165863043,0.0996451070356845,155,0.00433522815632099,4,0.055373433083710864,0.23300434740506873,0.35334057745676034
ADI-47146,esmfold,SUCCESS,0.014790813916218386,0.07193631533562381,0.15275678011124086,0.22618574611076117,0.6938228748243668,0.507976584323465,0.25499615890335225,0.09897463113454266,148,0.00430275875613658,4,0.06969365148597556,0.22878112448728566,0.3084663218481789
ADI-47147,esmfold,SUCCESS,0.006569931134772091,0.07433849528613995,0.16918448062899022,0.24550203785224006,0.6877397806179834,0.4614960420338092,0.27191932955550635,0.09861039099655597,156,0.0028625690179101505,3,0.023426145672647846,0.2069633819629307,0.2396419652598757
ADI-47148,esmfold,SUCCESS,0.013408227227905193,0.07523890278138316,0.1777207184577439,0.2265589696622106,0.49109735914930636,0.4855099010081689,0.25137381499777234,0.10016061799967704,135,0.004376746182922578,4,0.08607394420591725,0.21314637020824553,0.38618579511706397
ADI-47149,esmfold,SUCCESS,0.018860764480929756,0.0839776976104062,0.17445217916882855,0.234813051742188,0.5489322912432216,0.49627465836360324,0.2620879470243967,0.09983552687199358,154,0.0042253533213060185,4,0.09691981313912595,0.2615314305109761,0.4456483690957905
ADI-47151,esmfold,SUCCESS,0.0031993634869237507,0.07341545433052159,0.16749944086923152,0.2489113921009575,0.5770617558985656,0.463083722326354,0.2584139283820052,0.10045051369924152,144,0.005498998405761398,5,-0.020413219538105043,0.12715355355948318,0.11284951336305071
ADI-47152,esmfold,SUCCESS,0.01094541604656266,0.0780072927190122,0.16696033102508054,0.2459127507557213,0.6541604190319796,0.45539365332878784,0.2783268038313685,0.10080171433275689,152,0.005193202770973324,5,0.03587270539125024,0.24783166178086138,0.2579833899333201
ADI-47153,esmfold,SUCCESS,-0.0034090696638566704,0.04972426306035897,0.1404726630245809,0.19480914002046967,0.6689198395038763,0.42073440992579153,0.25103619860598114,0.09915906707367286,159,0.003010010771282503,4,0.006588495189634011,0.18199469324551762,0.25094422123126103
ADI-47154,esmfold,SUCCESS,0.011690925659536146,0.07445615369517047,0.18442450343671749,0.23758054619509777,0.5601362625371189,0.44433808492387106,0.26972718808281226,0.09862360807236156,145,0.004297428824496543,4,0.08486080331466583,0.2518990418931977,0.4317989287851637
ADI-47155,esmfold,SUCCESS,0.007436590439432228,0.07518977917590383,0.16074822582899342,0.22829702383567635,0.9326684503538581,0.43586947118022135,0.2671092909789276,0.09854073492741167,145,0.0034496769390040135,3,0.07312102643854501,0.25219151436210135,0.41101139009565374
ADI-47156,esmfold,SUCCESS,0.008815002827501322,0.0765441653214211,0.1537024836328999,0.21976541974960087,0.49134997951679704,0.46767601313025614,0.2369389793476949,0.10000214678226972,162,0.003941734281670959,4,0.039113101972470476,0.18763458739157807,0.2764328687544014
ADI-47158,esmfold,SUCCESS,0.01046771324385229,0.07575839157646,0.16742014535549066,0.2353282175626702,0.6605726675210462,0.4728501375530474,0.2684439553437928,0.10045776831783676,154,0.005984195596143612,6,0.06968453054856767,0.26612801179677475,0.3706583072501655
ADI-47159,esmfold,SUCCESS,0.00918849694235025,0.07319598454768826,0.18152757713283985,0.28473522880736035,0.6914687227879774,0.45391120614784636,0.2989598774198869,0.10084277563291341,162,0.007813080316674412,8,0.09604880032726772,0.3310980461536796,0.4638689629083545
ADI-47160,esmfold,SUCCESS,0.02650363843844,0.07638739097404768,0.17661365800448864,0.24865186964860694,0.6006321668151117,0.5163003672685265,0.268014638332708,0.10120324665112178,146,0.004330026754569787,4,0.04917174154822687,0.1952027334771615,0.2646819650711343
ADI-47161,esmfold,SUCCESS,0.017729705782580863,0.10355940079318794,0.20657729257180144,0.27039814462404144,0.641993525165092,0.4744832934042455,0.29329259690918313,0.10129758213241444,154,0.0032315829178804238,3,0.09406294047099167,0.29866832327754,0.4228288441298362
ADI-47162,esmfold,SUCCESS,0.016439133138525148,0.08545896010708255,0.15488473600361746,0.22576924402732745,0.5562532185626275,0.4914422365309115,0.2505843257500143,0.10104458417735827,146,0.004506849601765042,4,0.06251005926249913,0.22778906000935914,0.31589898324187204
ADI-47163,esmfold,SUCCESS,-0.009137762825968091,0.04479853562151812,0.13923800536908504,0.20821577774140113,0.5596964939770953,0.402485513802933,0.2283836187571386,0.10044001059162665,145,0.005620143686307766,5,0.035705041696161545,0.20161675579851648,0.3128243154068372
ADI-47165,esmfold,SUCCESS,0.010194761861673615,0.07388706297120254,0.1615238754783241,0.22939748679049993,0.4709949907445239,0.45637146591260574,0.2579881821577444,0.10109912295809838,153,0.004232248520840587,4,0.09602515300641667,0.2812070493982477,0.46870877663784416
ADI-47166,esmfold,SUCCESS,0.007185318987202375,0.06993284430603383,0.15275132819751377,0.21197237151754258,0.7625765746412821,0.466462172852226,0.23913502025268896,0.09999023841590668,147,0.008037162548778464,8,-0.0012173129094159884,0.17704667057592285,0.23397893857544014
ADI-47173,esmfold,SUCCESS,-0.011725210442243493,0.05287506346808709,0.15039491653119483,0.2071135619081765,0.7478494384558974,0.3870369283617074,0.25343740843052975,0.09975459455853572,156,0.004110075198728308,5,0.034261757787540356,0.20574599650798972,0.2625984848263973
ADI-47174,esmfold,SUCCESS,-0.01353288222753518,0.047031264259868574,0.14220979893657937,0.20136220250699194,0.4862753349406946,0.36660657483200426,0.2313795646060908,0.10086250404955464,153,0.005286698592167107,5,0.007045956737714539,0.19976875294462915,0.2491000141387467
ADI-47175,esmfold,SUCCESS,-0.012626116452510737,0.052025373502281334,0.14254237536421527,0.22075010656035943,0.5823774792130381,0.387797433487539,0.24069617616817274,0.10070360517127736,153,0.005040373613708114,5,0.002384385010247051,0.17498068325540214,0.2889881483730562
ADI-47176,esmfold,SUCCESS,-0.010696527368458407,0.041374220805100434,0.14529024856516473,0.22009439346469598,0.5726732995375496,0.4018043769388374,0.24585462528924884,0.09973107220337263,144,0.005253724424717711,5,-0.009813259370418475,0.1318942626839645,0.1513019204232235
ADI-47177,esmfold,SUCCESS,-0.014088159709869623,0.0441193217215086,0.12915036132991753,0.18941839918147188,0.5844970081518116,0.39107979870841003,0.21325779121591393,0.09923461043093956,146,0.006372398170059647,6,-0.001645874062316115,0.15541501935491828,0.2618572040471656
ADI-47178,esmfold,SUCCESS,-0.0033570351830071576,0.051065528132356125,0.1361535854711595,0.22276882868056141,0.8643899732290206,0.43438755757293035,0.2664718255687328,0.10105342573918694,145,0.0061791345022625755,6,0.008184119348878445,0.1769033277917868,0.21125319929720826
ADI-47179,esmfold,SUCCESS,-0.014953990446538348,0.039636375683820245,0.14564899460067704,0.20461613922439675,0.5462452989277581,0.35330141716553276,0.24158216206849345,0.10166953507966699,149,0.0034265513749274154,3,-0.011359506519175774,0.1828878442777474,0.21389372251741584
ADI-47180,esmfold,SUCCESS,-0.0018651585489284593,0.05641963282775693,0.150072508793604,0.2300917259922566,0.5482661364703005,0.4073696639234727,0.2545357004187532,0.1004542375166486,140,0.003389427535794971,3,0.02694842574635626,0.23943022238610576,0.22381636466180477
ADI-47181,esmfold,SUCCESS,0.00018273693261461509,0.0518671528113726,0.15257950278826002,0.23138659902468098,0.6079514485159428,0.42619661525262476,0.2543576153974058,0.10020739085695872,145,0.00440031793760596,4,0.025970662178407232,0.22876563645163409,0.30232473130386855
ADI-47182,esmfold,SUCCESS,-0.005001403021322276,0.0488816458615018,0.15539975790978985,0.23165668972776,0.5567099395602848,0.41409677166485254,0.2555174978425754,0.09904452628624384,142,0.0032061172414236602,3,0.057662978949140346,0.27114664367197694,0.3789650451995884
ADI-47183,esmfold,SUCCESS,0.0023836184359011803,0.08475904819805424,0.15093661520273088,0.20644632150773246,0.6776383479776471,0.4489485287850854,0.23104711677700276,0.10012231550518236,150,0.0034085039793052643,3,0.0532264548407488,0.17724238421988006,0.32285729853330325
ADI-47184,esmfold,SUCCESS,0.01309146837034086,0.07406341721798669,0.16490269077748074,0.2595309551401044,0.7708389760608563,0.46606549081535514,0.30517234651763864,0.1005019611845796,140,0.008297864349042573,8,0.09881545590547999,0.30432613356325805,0.4303632055011721
