id,generator,extraction_status,error,mean_H_surface,q75_H_surface,q90_H_surface,q95_H_surface,max_H_surface,positive_H_area_fraction,top10_H_mean,top10_H_area_fraction,high_H_patch_count,largest_high_H_patch_area_fraction,largest_high_H_patch_n_vertices,CDR_mean_H,CDR_q90_H,CDR_high_H_area_fraction,n_surface_points,copatch_status,phi_finite_frac
ADI-46705,boltz2,SUCCESS,,0.006876965377217128,0.0800517681078277,0.16911185781712793,0.22718031133027786,0.5292902968830799,0.4538660093497366,0.25657807489058226,0.1005190365300928,132,0.005961383839790782,5,0.06745511927432078,0.2064790047046961,0.34533029325699294,830,SUCCESS,1.0
ADI-46706,boltz2,SUCCESS,,0.00323119068610793,0.06368562154169648,0.15279317524448122,0.2074564337149982,0.37934732503516155,0.4295966840398296,0.2250609240876597,0.10021519891605074,142,0.005665251134898008,5,0.02726660390685998,0.16736405227970388,0.26851856242192934,867,SUCCESS,1.0
ADI-46707,boltz2,SUCCESS,,-0.0025345984966818266,0.06133501959767526,0.14065346628622324,0.17923763578993882,0.67026479391821,0.4480511443153571,0.21449222997420442,0.10035112461256869,142,0.00347553143916453,3,0.044300462599315624,0.15927399755977562,0.2988435509082371,860,SUCCESS,1.0
ADI-46708,boltz2,SUCCESS,,0.007993233463072005,0.08307000068727455,0.17088571570136554,0.24905414626190447,0.5513173731687078,0.45819352581493406,0.26307404773829235,0.10063763033866191,139,0.004911275716596811,4,0.05567097408508067,0.2540883847009781,0.3272229225075381,871,SUCCESS,1.0
ADI-46710,boltz2,SUCCESS,,-0.003957330505389254,0.06460428091123484,0.1455360745932081,0.2114448516882465,0.5367341670939765,0.4204472208610984,0.22478048070723183,0.0989662713199904,148,0.006628222995663453,6,0.029286589970311375,0.16580100150899185,0.3060186591362996,904,SUCCESS,1.0
ADI-46713,boltz2,SUCCESS,,0.0008814483792449323,0.07276578041772802,0.1631305765065187,0.2229735460192656,0.5107590546211944,0.44004482689619606,0.2443250550949891,0.1009502798901471,142,0.0043428592507467395,4,0.07217119263452923,0.2265552441920906,0.34242405321635067,910,SUCCESS,1.0
ADI-47054,boltz2,SUCCESS,,0.008342419712215698,0.07179866300536653,0.14706575666377703,0.19549770992248972,0.43684601984337,0.47249564830634827,0.21798739271518647,0.09792681022630419,138,0.004957719901419243,5,-0.008959536808352712,0.13065606530105378,0.14625188120157998,930,SUCCESS,1.0
ADI-47055,boltz2,SUCCESS,,0.004717479272741282,0.059278567043884206,0.1815134883512293,0.2453623676507398,0.5797894742388241,0.4203099470992123,0.27186846960475913,0.10033483063230678,141,0.004643915187870675,4,0.016412684125776456,0.20440772369928856,0.23496147626566563,865,SUCCESS,1.0
ADI-47056,boltz2,SUCCESS,,0.011639614838250961,0.07597082962897282,0.19589963476126956,0.24974866044994776,0.5550421586409271,0.44955021616825613,0.27646071061879735,0.10055450232264256,141,0.004459339270781241,4,0.060246336844420406,0.26546875189264957,0.3295727550220509,885,SUCCESS,1.0
ADI-47057,boltz2,SUCCESS,,-0.0015994447618487028,0.06638107623435416,0.1505773733624606,0.22976703552465472,0.511688608527363,0.4238761502158598,0.2465494503080526,0.10051241616657304,137,0.004665348858736386,4,0.049449380981513205,0.25741401797281177,0.3224926151612172,862,SUCCESS,1.0
ADI-47058,boltz2,SUCCESS,,-0.01221564687684445,0.04132711848387215,0.1493922814226114,0.20317735606911622,0.4236842873316849,0.3813451920860908,0.22859604012241636,0.10010091309121101,148,0.0046743478055298665,4,-0.04307854526395009,0.15283316772098407,0.1764747570623676,945,SUCCESS,1.0
ADI-47059,boltz2,SUCCESS,,0.007269458807121817,0.061422696682370215,0.1622298036644374,0.21564534795228352,0.4277790502413622,0.46974995206399484,0.23705643684955835,0.10048360103819304,131,0.005057221089283936,4,0.028208666074890552,0.17382547776487903,0.22752235337900736,806,SUCCESS,1.0
ADI-47060,boltz2,SUCCESS,,-0.007133052393049006,0.046506870576506563,0.1407811137159096,0.18780286375786703,0.5150683747493849,0.4256117874445822,0.21817981460437733,0.10062602119611723,142,0.0058547901965589,5,0.007932797566790313,0.14504642151939443,0.20769789366109595,874,SUCCESS,1.0
ADI-47061,boltz2,SUCCESS,,0.006489201369828908,0.07836115376970038,0.17015956399899068,0.23149201923021137,0.5997379990967738,0.43624742753747564,0.26277546556243103,0.09998671774494494,138,0.0045493427904734745,4,0.022986362296595637,0.2278070296215484,0.24939695369158227,868,SUCCESS,1.0
ADI-47062,boltz2,SUCCESS,,0.012769747940284551,0.0868910708814579,0.1842860241117289,0.26418858103905873,0.6094568356284331,0.4747104605514221,0.28283666488887055,0.10039334615442483,134,0.005431222404171855,5,0.09430250437132934,0.2842270209194155,0.416447758923891,873,SUCCESS,1.0
ADI-47063,boltz2,SUCCESS,,0.012695295722508803,0.06027794920467156,0.190636305068728,0.2766322738992886,0.9283966056725813,0.45258178230802476,0.2985227605618604,0.10066909618639346,139,0.004825632750306006,5,0.065659583373612,0.3152640989389795,0.3013567072497187,856,SUCCESS,1.0
ADI-47064,boltz2,SUCCESS,,0.00521015752198885,0.07497573325954306,0.15956824078015203,0.23119151262342263,0.4697800278373295,0.45382839021898896,0.24792289010847723,0.1011677037041901,144,0.009136079110313746,8,0.014467691937331719,0.2102181550919048,0.2566956448641262,906,SUCCESS,1.0
ADI-47065,boltz2,SUCCESS,,-0.00976622680037502,0.038419826704358014,0.14272237514752112,0.20205060305767836,0.4557529436120909,0.3965253831467776,0.21964757176291438,0.09974645833138025,135,0.006707059797663269,6,-0.036940110171971595,0.0659279086468761,0.09487104362163573,896,SUCCESS,1.0
ADI-47066,boltz2,SUCCESS,,-0.013563951158920416,0.05511746655539278,0.1501161110688974,0.1995224558963374,0.5705173333287085,0.3961609436499783,0.2310420136004495,0.10053900264099495,143,0.005384006645820437,5,0.0027618501269682056,0.19471745149832315,0.2731574262730056,933,SUCCESS,1.0
ADI-47067,boltz2,SUCCESS,,0.0024759962546837084,0.07028719598086877,0.1390239674429091,0.19157198527800354,0.5897225563986805,0.43956759426359593,0.2193374266326281,0.1011154406716269,146,0.004790055410121362,4,0.015769693999819066,0.16554852849279703,0.2464623188888935,852,SUCCESS,1.0
ADI-47068,boltz2,SUCCESS,,-0.00010966734523823202,0.0627567439477126,0.17689384647169584,0.2476746706781282,0.6445710344420061,0.40050014075731516,0.27172198374832923,0.1007859210983739,149,0.005703664062394319,5,0.05056580475193044,0.2712464054248976,0.3206376096453863,908,SUCCESS,1.0
ADI-47069,boltz2,SUCCESS,,-0.008773486609264533,0.048630462266106414,0.13606037415835898,0.18887538668733334,0.4746586433967268,0.3970178963579992,0.22067739354127922,0.1014453614633175,147,0.005561580274387475,5,-0.014382502147005028,0.13943398945893903,0.1804240992016543,901,SUCCESS,1.0
ADI-47070,boltz2,SUCCESS,,0.007262144923809643,0.07367978457252218,0.16396170554173706,0.2285927085175239,0.6229476956600166,0.4433974771527601,0.2560575715329835,0.1001222426520927,148,0.0032679906891245293,3,0.02824999451035879,0.20118992297129348,0.24342959806978134,906,SUCCESS,1.0
ADI-47071,boltz2,SUCCESS,,0.01476059788336619,0.07955491508002091,0.17710755407755427,0.23932401414662058,0.6214805278424707,0.46455834494651427,0.2720834116733527,0.10060962031879221,135,0.004984387441362838,4,0.07043847569069149,0.2897211365273459,0.3607208303900029,845,SUCCESS,1.0
ADI-47072,boltz2,SUCCESS,,-0.0037565104378951305,0.06496048244045169,0.14688158846207694,0.21449899380814977,0.5811435059974585,0.41327834353292303,0.23946513479317552,0.100103677353537,149,0.004244892512390136,4,0.017874660311062572,0.1869389875001855,0.32470160786161084,944,SUCCESS,1.0
ADI-47073,boltz2,SUCCESS,,0.009901169635972895,0.058024541495595286,0.13931830191528238,0.19072880448502727,0.5003623001901324,0.4984921240693298,0.21208650230870515,0.10141988485117857,138,0.0065730185236825825,6,0.048322317297086755,0.1727789761628704,0.30783989741957024,885,SUCCESS,1.0
ADI-47074,boltz2,SUCCESS,,0.0008448743028034583,0.05617371158201299,0.1447422130582589,0.19994312099197928,0.47156483527950505,0.46063676961241157,0.2172589850434773,0.0998655127087461,144,0.0076641767429503444,7,0.03468311787482311,0.13880538277968757,0.2780686910861145,898,SUCCESS,1.0
ADI-47075,boltz2,SUCCESS,,-0.00616292333865201,0.05917018777836812,0.1590843219193022,0.21117190693776175,0.5883263759591733,0.3752401226543456,0.2381238658050448,0.10084158605945934,142,0.005663733605053194,5,0.018405624688592866,0.15336179192939353,0.2164700995685331,899,SUCCESS,1.0
ADI-47076,boltz2,SUCCESS,,0.005099757371845121,0.07827521679248213,0.17146536979774477,0.23344698230671396,0.5575160868796809,0.4343212722212936,0.2621842777307311,0.10023005546638529,149,0.0067329108229095165,6,0.040248250220464105,0.22798928906992136,0.30114355098971574,881,SUCCESS,1.0
ADI-47077,boltz2,SUCCESS,,0.019884972825058522,0.08253623964240568,0.18219657789729096,0.24980789935716846,0.5815602262695673,0.494639481044761,0.2730081825101968,0.10061142325044345,129,0.005869366137190298,5,0.06568176021431248,0.23256240694492814,0.3551002296161437,840,SUCCESS,1.0
ADI-47078,boltz2,SUCCESS,,-0.0015780946177499232,0.059650945654562706,0.14056242800324054,0.19607631621124627,0.5470525340632926,0.4308740806587862,0.23045234487735747,0.09991083595286468,140,0.005924635722950873,5,0.009437793866958092,0.1203110745742502,0.25354721674162733,849,SUCCESS,1.0
ADI-47079,boltz2,SUCCESS,,0.00982754908819864,0.07445886848620509,0.1729830784695259,0.23679113036420665,0.48294492628535923,0.4783082757568826,0.2523069237479408,0.10124132984733364,140,0.005607761316686779,5,0.043600565836104055,0.2260444463053149,0.3053807126637969,911,SUCCESS,1.0
ADI-47081,boltz2,SUCCESS,,0.010234965184189425,0.08129844143606398,0.15085919973625883,0.22434568885717465,0.5146085079587693,0.48892667643065685,0.2442384217599904,0.10178631611410728,132,0.004805465289054401,4,-0.003440255254160812,0.16010905456745977,0.21282387349217455,856,SUCCESS,1.0
ADI-47082,boltz2,SUCCESS,,-0.0005798645145859418,0.06208951527283827,0.147129375643768,0.21510115744614564,0.7867769489602161,0.4282712706570308,0.23876481089456394,0.09908380032047205,155,0.0040848005454240475,4,0.009827128354658715,0.15712815181039164,0.19337750215958455,964,SUCCESS,1.0
ADI-47083,boltz2,SUCCESS,,-0.005529587743690832,0.061511718846125246,0.14175418452699326,0.19688041684357005,0.459554089421942,0.43505990762757335,0.21073501786945295,0.09989703278049317,141,0.005845127686076277,5,-0.05830320914980151,0.08103981834175783,0.08606086737082172,893,SUCCESS,1.0
ADI-47084,boltz2,SUCCESS,,0.005435296095718303,0.06255463492903984,0.15229451407805994,0.21451814388110266,0.6641397971141711,0.45148094529945687,0.23334517331014007,0.10041967688049977,149,0.0034232258361941693,3,0.03699980050926262,0.21217787056721324,0.3862844465699392,892,SUCCESS,1.0
ADI-47085,boltz2,SUCCESS,,0.02197262596314941,0.0878141663707681,0.16050908276528708,0.2427368676945386,0.6174624534911078,0.5055363414333811,0.26057647970683856,0.1013946104403275,134,0.005851080163049085,5,0.05658916872204454,0.18353782240587455,0.31210620739670447,864,SUCCESS,1.0
ADI-47087,boltz2,SUCCESS,,0.005201147963672921,0.08733605780205712,0.17450475315752326,0.24098643055002933,0.6100268676433924,0.42392730570210263,0.2648795133428048,0.10042614150257885,140,0.004683897356482025,4,-0.007638625648756337,0.20216073758735395,0.19451609657683228,868,SUCCESS,1.0
ADI-47089,boltz2,SUCCESS,,0.004771194748492597,0.07866984105621624,0.18568296121976807,0.23947871583152208,0.4536803668804773,0.4234829565735967,0.25847590676812315,0.10038872489225333,134,0.005428516184699821,5,0.04849281743333598,0.2638749166405282,0.3208660061150583,875,SUCCESS,1.0
ADI-47090,boltz2,SUCCESS,,0.003973972625962639,0.07798196782824326,0.15991806918641835,0.22239138225888497,0.5435162633771424,0.4500797095771454,0.24767930084635975,0.099896077358207,143,0.00546136370041508,5,0.024117375984845105,0.20224562633854412,0.27860115439759525,908,SUCCESS,1.0
ADI-47091,boltz2,SUCCESS,,-0.0036668939046955486,0.07257162450647818,0.1532686279343562,0.2138415325262553,0.6375471715467131,0.4390464811193581,0.23780807256195227,0.10052467534553775,152,0.005438272629234526,5,0.020528647510925285,0.16931367367551015,0.24706333546310713,935,SUCCESS,1.0
ADI-47092,boltz2,SUCCESS,,0.006163436797920417,0.07804886459118054,0.16483588650472808,0.22218376806333123,0.6236642481837493,0.468103686603602,0.23864770917724676,0.09928010958016847,157,0.005390978848374871,5,0.031187647144461515,0.1990221617649472,0.2935918425744868,940,SUCCESS,1.0
ADI-47093,boltz2,SUCCESS,,-0.00166348467528568,0.0664321927708344,0.14839113097763648,0.22041479179994702,0.6214148725416198,0.42204296081531534,0.23891071395016272,0.09971714460621287,140,0.0033883228936329893,3,0.0090104097880786,0.1704782059511871,0.25283934799642327,878,SUCCESS,1.0
ADI-47094,boltz2,SUCCESS,,0.0020967604588517813,0.07321342605596083,0.16230270427384813,0.2188680092816967,0.828483178196829,0.46357051101090746,0.26016269261940245,0.09973281098042683,145,0.0030934555369604524,3,0.038675703364417384,0.21547280663318885,0.31622751026692253,854,SUCCESS,1.0
ADI-47095,boltz2,SUCCESS,,0.0005115316551589515,0.06863525734370499,0.16216853636255635,0.21958953551572766,0.5278475801127603,0.41533000123755764,0.2458647170467897,0.09853653749494057,131,0.004687207619327437,4,0.03923847919663207,0.18170987380644588,0.2843700548179801,878,SUCCESS,1.0
ADI-47096,boltz2,SUCCESS,,-0.00040689187287999,0.06981584269225546,0.14699605460853216,0.22783266852641665,0.536010749387454,0.4399836894793398,0.24220839740465142,0.09894975881786029,153,0.00534064684346926,5,0.02744849222728688,0.20424821785704084,0.3135102104807094,927,SUCCESS,1.0
ADI-47097,boltz2,SUCCESS,,0.00582398408800533,0.08004658949304497,0.1703689221696799,0.22893798495067183,0.5354454861396989,0.434833649581382,0.2470651370733057,0.09868351797755258,142,0.005567289018089022,5,0.011551397847521218,0.1805176732127555,0.19734915977301648,909,SUCCESS,1.0
ADI-47098,boltz2,SUCCESS,,0.019877060778702618,0.09846006670096204,0.19160947764496625,0.2621078643644599,0.5143260004193221,0.5079704746836982,0.28281314828295934,0.10126635360575761,144,0.0032505602352159704,3,0.05025067816574666,0.2754723935961263,0.3412148070618558,932,SUCCESS,1.0
ADI-47099,boltz2,SUCCESS,,0.0055981500333433225,0.05928477045694436,0.13790447478518522,0.20520493056382433,0.5003754647564161,0.49122222868785953,0.2289835158874068,0.10083302856900471,144,0.003611334413913366,3,0.057750347550554776,0.22886657815210068,0.31659561016824334,848,SUCCESS,1.0
ADI-47100,boltz2,SUCCESS,,0.007049866472317977,0.0821827263045083,0.15794670272098008,0.20828546019133812,0.4438849452687209,0.463309611032917,0.22740229893703534,0.10042573254006586,132,0.007520609844101546,7,0.04307781152063527,0.2072865718705043,0.2703706479919536,898,SUCCESS,1.0
ADI-47102,boltz2,SUCCESS,,0.0005219892895461329,0.05773999831779732,0.1616179167814325,0.22028156622419476,0.7646235815055313,0.4232128968854323,0.24163077811057668,0.10014313485715066,135,0.00683404669602263,6,0.02704350177591609,0.22192001641775996,0.28539562458414275,842,SUCCESS,1.0
ADI-47103,boltz2,SUCCESS,,0.004539525484554555,0.06994782384190229,0.16223706713085,0.2314112358086761,0.6181350108879408,0.44763231075936294,0.24996503263761027,0.10027536004916242,142,0.006598035365526581,6,0.03954729585941068,0.2385520736232948,0.28791995871738557,913,SUCCESS,1.0
ADI-47104,boltz2,SUCCESS,,0.010032625157441188,0.07556387406416984,0.17181011105249958,0.23797261026616853,0.7533881979058812,0.4702154949058611,0.2615381698703486,0.09768627590312845,132,0.004529073240947768,5,0.04913315951112757,0.23997827963917587,0.3124815968906103,900,SUCCESS,1.0
ADI-47105,boltz2,SUCCESS,,0.010625193718453323,0.07942740105098905,0.16993692919364012,0.2412954210061956,0.6522075335463424,0.4641649783179652,0.2774071494339422,0.10035838356804781,129,0.006010635516132584,5,0.07006359259766176,0.24745175256396357,0.36559844910031664,845,SUCCESS,1.0
ADI-47106,boltz2,SUCCESS,,0.005034481261208625,0.07999186704949576,0.15312183452499548,0.19852586766445032,0.5257077973000838,0.4764903038903176,0.22508242848401083,0.10007141497286495,139,0.0045340447782697794,4,0.028809972562242808,0.18849489826815394,0.3156725962927226,883,SUCCESS,1.0
ADI-47107,boltz2,SUCCESS,,0.004929945079437055,0.071987145180065,0.1776772938780109,0.2528977941529115,0.5537345882234542,0.4318502084002748,0.265188028320172,0.10041493193775228,133,0.0068395511950655385,6,0.03592034607082408,0.1944940699996836,0.20304927453141444,864,SUCCESS,1.0
ADI-47109,boltz2,SUCCESS,,0.010861375674136958,0.08309797388370085,0.19960394134522477,0.2567164390279973,0.522829279003838,0.4401791099326118,0.28841302398627466,0.10105242372717298,136,0.004612310045214141,4,0.10186017339849832,0.26751930966931525,0.4468768665438905,867,SUCCESS,1.0
ADI-47111,boltz2,SUCCESS,,0.010683097690914543,0.08442153551918924,0.16515644020022946,0.22287334642336806,0.47135469073649405,0.4847214858351567,0.23925981081349798,0.09847219301417746,148,0.003043070870079308,3,0.06144951439670105,0.19895707986005373,0.3396390569382723,910,SUCCESS,1.0
ADI-47112,boltz2,SUCCESS,,0.006098436431972549,0.06856511635449673,0.16672752718756925,0.24155830518471505,0.49820172755427006,0.4152162127430782,0.26214619070870354,0.10169549287021648,142,0.004684632529692017,4,0.046541578346354584,0.2675202979147697,0.29558360535093087,865,SUCCESS,1.0
ADI-47113,boltz2,SUCCESS,,0.0038802462764711276,0.06782367606429852,0.16156858182189918,0.23011382615528947,0.6015654650319863,0.45137704797730205,0.2632906932265174,0.10034997843632516,133,0.004544123315457234,4,0.06517314412772982,0.2597038720392513,0.36408517497858095,883,SUCCESS,1.0
ADI-47114,boltz2,SUCCESS,,0.006162401183104183,0.08944021401029728,0.17768111986175483,0.23631781444160843,0.6688668265300364,0.4496979682339295,0.25735658551813617,0.10124656006047099,150,0.0034286535877016706,3,0.051471732462111355,0.24417895201781817,0.32049610011483765,891,SUCCESS,1.0
ADI-47116,boltz2,SUCCESS,,0.00755460083536014,0.08351758846944185,0.16813952096425158,0.23206286631705406,0.8116540707354201,0.4491736420135685,0.2521667560135672,0.10168332528991933,148,0.004715326759465798,4,0.05234048887738343,0.16269549444659973,0.2858927846715769,906,SUCCESS,1.0
ADI-47117,boltz2,SUCCESS,,0.012038541138256609,0.07914613185944337,0.17540729688956774,0.23298967642007484,0.5345109883279962,0.45943006474089726,0.2602552739549481,0.10038403003017009,147,0.004268510839364694,4,0.06805476208111849,0.2409095921326788,0.3026099024817644,924,SUCCESS,1.0
ADI-47118,boltz2,SUCCESS,,0.01870666174458438,0.09554387541699678,0.18373896047755173,0.24510613120204242,0.49758867655725453,0.505694413672561,0.2600965454831567,0.10039714694071127,138,0.0068702168723828085,6,0.11050000755949495,0.259218458274528,0.4168502800653989,872,SUCCESS,1.0
ADI-47119,boltz2,SUCCESS,,0.008885642228095946,0.07891784386800615,0.15639716762605466,0.2069625278518808,0.4369039323808446,0.4819263523602028,0.22215074514032923,0.09962669938598644,154,0.00319115134047531,3,0.04182551321578454,0.20574277946295105,0.33364695384650017,920,SUCCESS,1.0
ADI-47120,boltz2,SUCCESS,,0.007535194492214583,0.07050080708959827,0.16165812743631286,0.21551183175562283,0.5926062601183117,0.4854070275760551,0.24053836403964304,0.09793292367114133,143,0.0034104691248550106,4,0.010993485826151993,0.20145799321883662,0.21993342547588943,898,SUCCESS,1.0
ADI-47121,boltz2,SUCCESS,,0.00894372252851983,0.08668359404451204,0.15991024908811396,0.1989159135089463,0.514259497266773,0.48459239699665585,0.2250562422091402,0.0993471463250363,135,0.005643804760040799,5,0.05109298100992155,0.22065246339047515,0.3678897957213924,883,SUCCESS,1.0
ADI-47122,boltz2,SUCCESS,,0.0007810068233656416,0.0785803307180999,0.15466597737767532,0.2199770511490285,0.5799304401203595,0.44920617021307185,0.23933455192611713,0.10089281031900897,143,0.003383549694533044,3,0.057387136022974024,0.22875260470191622,0.33317814761498327,901,SUCCESS,1.0
ADI-47123,boltz2,SUCCESS,,0.016707351778935342,0.0773212758960008,0.1690603212541923,0.23406329995693673,0.6313631154322852,0.47652651628641496,0.2602808725384432,0.10056823780166921,137,0.005870003887542127,5,0.013374629776712367,0.18239719414867317,0.2593019438401828,858,SUCCESS,1.0
ADI-47124,boltz2,SUCCESS,,0.006467155891998029,0.0786197817406174,0.15535643355329593,0.21131352803674772,0.49469904313517643,0.4719458315955982,0.2444497299908824,0.1010974322146309,135,0.004680882832070424,4,-0.028807688478789145,0.1222488276967092,0.13309568117779286,861,SUCCESS,1.0
ADI-47125,boltz2,SUCCESS,,0.018216122211026645,0.09299821499779574,0.17973593134803129,0.2553476042281813,0.7340714024174436,0.48309327290684373,0.28133759955807225,0.10124080318122025,134,0.004569677309157419,4,0.0630478641365971,0.2656409759604779,0.2933502985146837,853,SUCCESS,1.0
ADI-47126,boltz2,SUCCESS,,0.0195065981852166,0.09505054450969976,0.17712315820950125,0.26492074894224127,0.6634233208521153,0.46312099191452555,0.2897745943099642,0.1015826169832506,145,0.004413889598141901,4,0.08851486387411016,0.322906243103554,0.4292170666917386,927,SUCCESS,1.0
ADI-47127,boltz2,SUCCESS,,0.004044504827704674,0.05834332555373664,0.1496507950821763,0.21571042585894504,0.5559646025161248,0.4375305627513804,0.24070141898960537,0.10046901831328586,153,0.00753831825488158,7,0.03519552762859726,0.23259530033730452,0.3374376874112184,938,SUCCESS,1.0
ADI-47129,boltz2,SUCCESS,,0.005857398832144681,0.06937870275721766,0.1397990735417391,0.19429960102066324,0.5494611295346047,0.46012086507909405,0.224736396933635,0.10112946796347642,141,0.006746235499303729,6,0.016514681672267256,0.1854291134625203,0.22955364588446356,875,SUCCESS,1.0
ADI-47130,boltz2,SUCCESS,,0.0014536827219069045,0.06201976823587921,0.14984899645544927,0.19602653386369212,0.684208267229322,0.4497046819815847,0.22524019610758367,0.09952263168146926,139,0.004847706969768862,4,0.02695915457003513,0.17082582361029397,0.2954255355053542,839,SUCCESS,1.0
ADI-47131,boltz2,SUCCESS,,0.011443754336529938,0.06941040253801611,0.16452710885166386,0.2269006386596056,0.5849211542515869,0.49815611995498654,0.25267454281391893,0.09902843965804768,136,0.0057940428356525455,5,0.06451902684015035,0.21590824202724904,0.3851179258777675,847,SUCCESS,1.0
ADI-47132,boltz2,SUCCESS,,0.01917636998667319,0.07762759221940914,0.18094613642212667,0.2566350788225231,0.7127874198885911,0.49055863019634094,0.2797842690183393,0.10018663214121402,133,0.002952858091493081,3,0.10220602304774568,0.29307281943338864,0.44552536044464897,841,SUCCESS,1.0
ADI-47133,boltz2,SUCCESS,,-0.0024461701317701414,0.05725251756159759,0.13961057944054373,0.1800031523623114,0.6887701789277545,0.41576833354491105,0.21114518259169304,0.1004281540831887,136,0.004550588193093946,4,0.031100224828134453,0.16517898804439243,0.30393902036473974,856,SUCCESS,1.0
ADI-47134,boltz2,SUCCESS,,0.011039225663331721,0.07882540516192378,0.16624069099011113,0.24511313292959938,0.5859984184270146,0.46299807940385607,0.26852933141537155,0.09879866858953086,129,0.004591490158192728,4,0.04965539601169409,0.2579336133668049,0.2707228633010648,878,SUCCESS,1.0
ADI-47135,boltz2,SUCCESS,,-0.009850651668962285,0.055792660865986624,0.1578808861006405,0.2135058054107439,0.4521019273153044,0.41990853148923524,0.23119990592069345,0.09911361113923141,147,0.005426762676706444,5,-0.00327792982413696,0.1911130624474204,0.21683555513915842,897,SUCCESS,1.0
ADI-47137,boltz2,SUCCESS,,0.031029792799138277,0.09919791837159563,0.18273883903254276,0.24214177712158366,0.6032262076076135,0.5815890325891847,0.27238884696770854,0.10009021031047263,138,0.005560060797765721,5,0.06756876375833872,0.19459416037878208,0.2909964446882857,874,SUCCESS,1.0
ADI-47139,boltz2,SUCCESS,,0.012411129058442655,0.06446559450130196,0.14746199528877976,0.20287811287332944,0.4771249337781972,0.47543907198461993,0.22499902212376552,0.09871019609750692,149,0.004328395210152174,4,0.0260963253560629,0.176826462314944,0.2682116283497733,909,SUCCESS,1.0
ADI-47140,boltz2,SUCCESS,,0.0028901216760857705,0.07397783123814479,0.1542180748874787,0.20901494359959374,0.5059214342427348,0.45350451987174856,0.2256884270323051,0.10097430030746779,143,0.005533002680066201,5,0.042479443124233816,0.21000013126865313,0.3552337103805239,900,SUCCESS,1.0
ADI-47141,boltz2,SUCCESS,,0.0010325067136112995,0.06673988079738959,0.16660458689902177,0.22116650469027485,0.7985943593089952,0.4093030311759315,0.26384728868064317,0.09929761839026041,143,0.007299310365290421,7,0.008110008899355441,0.16390169907086632,0.18118691506836274,949,SUCCESS,1.0
ADI-47143,boltz2,SUCCESS,,0.011020890240992091,0.07181185437150199,0.15865139031932676,0.2239734051297418,0.5325337353285525,0.4684636125338676,0.24456181711524236,0.10064981405722627,150,0.005321476279951923,5,0.04414363089317929,0.22555564700885164,0.3248379439729472,938,SUCCESS,1.0
ADI-47145,boltz2,SUCCESS,,0.00978243680731632,0.07785050563433517,0.15980218459136053,0.21753647978088272,0.844609238261748,0.4610983999705514,0.2422225569425991,0.09981172537189371,153,0.0054637562968547345,5,0.03857975029876481,0.2026172722351092,0.34597145133959906,937,SUCCESS,1.0
ADI-47146,boltz2,SUCCESS,,0.010997625408456982,0.06624830210261728,0.14783114723129714,0.20212292593853498,0.6069237761831019,0.49914917670650577,0.22967915788716722,0.09946570716579982,146,0.005367000344298746,5,0.0490576422065523,0.1587508148778763,0.25792490830998244,922,SUCCESS,1.0
ADI-47147,boltz2,SUCCESS,,0.01111615919022337,0.07581393847448184,0.1619102590199866,0.24295311893949773,0.6398887633206933,0.47930358631383707,0.27200367850302615,0.10018686105099085,139,0.005472137730956351,5,0.010694370044992775,0.16112409447489118,0.19784185373047383,911,SUCCESS,1.0
ADI-47148,boltz2,SUCCESS,,0.015100109386757805,0.07919006585567899,0.1624252963266977,0.21964762061469179,0.4840412793452653,0.4912122715049114,0.24525864590648014,0.10033091704475164,154,0.005395983104707933,5,0.08274379128395333,0.20186583803694128,0.3898761821296382,917,SUCCESS,1.0
ADI-47149,boltz2,SUCCESS,,0.019057880833944003,0.082177847053439,0.16366535475161847,0.21722322025692137,0.505700798520307,0.5080010654202929,0.2435001478969395,0.10070808295221381,151,0.005582432167050182,5,0.08388109379842008,0.2139207019348049,0.43331558890885613,887,SUCCESS,1.0
ADI-47151,boltz2,SUCCESS,,0.004595674676702121,0.07241479333737852,0.16232465538954424,0.23826141106838408,0.48205608981195175,0.46958786629541877,0.24964816289551578,0.09987519074336698,132,0.006068826298197764,5,-0.0292354157593258,0.10396491090698089,0.10703194283324212,828,SUCCESS,1.0
ADI-47152,boltz2,SUCCESS,,0.020199059439993724,0.09207974079694808,0.16940182663838096,0.24220148243357842,0.7836200956401272,0.4997714230540071,0.27647459382913736,0.09916160694912803,140,0.0042676760041205075,4,0.05354351286933133,0.2505208058328596,0.28994316502823125,894,SUCCESS,1.0
ADI-47153,boltz2,SUCCESS,,0.007224384503406364,0.07486562076535568,0.16167844081856267,0.22461855947531995,0.6067704681014896,0.4404385842780334,0.2605648966615534,0.09831000017834167,137,0.006966277114980158,6,0.016520482659540613,0.2132953803057509,0.24594242921401824,880,SUCCESS,1.0
ADI-47154,boltz2,SUCCESS,,0.017831779398558695,0.08705581716963937,0.18457711312275607,0.2405256427761429,0.8310588487807928,0.45205422728459366,0.26920675611961054,0.09924553601986566,137,0.004762555620528115,4,0.08605530830020769,0.2635703381411206,0.44588593987790875,869,SUCCESS,1.0
ADI-47155,boltz2,SUCCESS,,0.008591428459154747,0.07214298479259502,0.16433392203745978,0.2428753381478374,0.8165534864549013,0.4312673077886404,0.2691580728278477,0.0995101060080742,140,0.004725124983835561,4,0.059690154005565356,0.2688563834420061,0.3875758994513502,850,SUCCESS,1.0
